taxonid,name,taxonrank,origen,taxonomicgroup,kingdom,phylum,class,order,family,genus,subgenus,specificepithet,infraspecificepithet,nametype
920,Helianthemum teneriffae Coss.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Helianthemum,,teneriffae,,Aceptado/válido
924,Hypericum coadunatum Link,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,,coadunatum,,Aceptado/válido
925,Hypochaeris oligocephala (Svent. & Bramwell) Lack,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hypochaeris,,oligocephala,,Aceptado/válido
79298,Isoplexis chalcantha Svent. & O´Shan.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Isoplexis,,chalcantha,,Sinónimo
79299,Isoplexis isabelliana (Webb & Berthel.) Masf.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Isoplexis,,isabelliana,,Sinónimo
644,Leucanthemum arundanum (Boiss.) Cuatrec.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Leucanthemum,,arundanum,,Sinónimo
935,Limonium dendroides Svent.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,,dendroides,,Aceptado/válido
5944,Linaria coutinhoi Valdés,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,,coutinhoi,,Sinónimo
33085,Limonium arborescens (Brouss.) Kuntze,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,,arborescens,,Sinónimo
33087,Limonium fruticans (Webb) Kuntze,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,,fruticans,,Sinónimo
940,Limonium imbricatum (Girard) C.E. Hubb.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,,imbricatum,,Aceptado/válido
941,Limonium macrophyllum (Spreng.) Kuntze,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,,macrophyllum,,Aceptado/válido
942,Limonium bourgaei (Webb ex Boiss.) Kuntze,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,,bourgaei,,Aceptado/válido
943,Limonium brassicifolium subsp. macropterum (Webb & Berthel.) G. Kunkel,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,,brassicifolium,macropterum,Aceptado/válido
944,Limonium preauxii (Webb & Berthel.) Kuntze,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,,preauxii,,Aceptado/válido
945,Limonium puberulum (Webb) Kuntze,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,,puberulum,,Aceptado/válido
946,Limonium redivivum (Svent.) G. Kunkel & Sunding,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,,redivivum,,Aceptado/válido
947,Limonium spectabile (Svent.) G. Kunkel & Sunding,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,,spectabile,,Aceptado/válido
948,Limonium sventenii A. Santos & M.L. Fernández,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,,sventenii,,Aceptado/válido
5965,Linaria aguillonensis (García Mart.) García Mart. & Silva Pando,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,,aguillonensis,,Sinónimo
951,Lotus arinagensis Bramwell,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,,arinagensis,,Aceptado/válido
952,Lotus berthelotii Masf.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,,berthelotii,,Aceptado/válido
953,Lotus callis-viridis Bramwell & D. H. Davis,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,,callis-viridis,,Aceptado/válido
954,Lotus eremiticus A. Santos,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,,eremiticus,,Aceptado/válido
31848,Lotus genistoides Webb,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,,genistoides,,Sinónimo
956,Lotus kunkelii (Esteve) Bramwell & D. H. Davis,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,,kunkelii,,Aceptado/válido
957,Lotus maculatus Breitf.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,,maculatus,,Aceptado/válido
958,Lotus pyranthus P. Pérez,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,,pyranthus,,Aceptado/válido
959,Lotus spartioides Webb & Berthel.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,,spartioides,,Aceptado/válido
962,Micromeria pineolens Svent.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Micromeria,,pineolens,,Aceptado/válido
964,Micropyropsis tuberosa Romero Zarco & Cabezudo,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Micropyropsis,,tuberosa,,Sinónimo
969,Ononis christii Bolle,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Ononis,,christii,,Aceptado/válido
970,Onopordum carduelium Bolle,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Onopordum,,carduelium,,Aceptado/válido
975,Pericallis hadrosoma (Svent.) B. Nord.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pericallis,,hadrosoma,,Aceptado/válido
976,Plantago famarae Svent.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,,famarae,,Aceptado/válido
977,Pleiomeris canariensis (Willd.) A. DC.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Pleiomeris,,canariensis,,Aceptado/válido
978,Ptilostemon abylensis (Maire) Greuter,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ptilostemon,,abylensis,,Aceptado/válido
979,Pulicaria canariensis subsp. lanata (Font Quer & Svent.) Bramwell & G. Kunkel,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pulicaria,,canariensis,lanata,Aceptado/válido
980,"Ranunculus parnassiifolius subsp. muniellensis Bueno, Fern.Casado & Fern.Prieto",Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,,parnassiifolius,muniellensis,Sinónimo
7564,"Ranunculus seguieri subsp. cantabricus Rivas Mart., Izco & M.J. Costa",Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,,seguieri,cantabricus,Sinónimo
983,Ruta microcarpa Svent.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Ruta,,microcarpa,,Aceptado/válido
8111,Scirpus pungens Vahl,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Scirpus,,pungens,,Sinónimo
987,Scrophularia calliantha Webb & Berthel.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Scrophularia,,calliantha,,Aceptado/válido
988,Senecio mikanioides Otto ex Walp.,Species,Especie no nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,,mikanioides,,Aceptado/válido
1004,Sideritis cystosiphon Svent.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,,cystosiphon,,Aceptado/válido
1005,Sideritis discolor Bolle,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,,discolor,,Aceptado/válido
1006,Sideritis infernalis Bolle,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,,infernalis,,Aceptado/válido
1007,Sideritis marmorea Bolle,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,,marmorea,,Aceptado/válido
1008,Sideritis nervosa (Christ) Linding.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,,nervosa,,Aceptado/válido
1009,Sideritis pumila (Christ) Mend.-Heuer,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,,pumila,,Aceptado/válido
1010,Sideritis sventenii (G. Kunkel) Mend.-Heuer,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,,sventenii,,Aceptado/válido
1011,Ilex canariensis Poir.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Aquifoliales,Aquifoliaceae,Ilex,,canariensis,,Aceptado/válido
1014,Kunkeliella psilotoclada (Svent.) Stearn,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Santalales,Santalaceae,Kunkeliella,,psilotoclada,,Sinónimo
1016,Isoplexis canariensis (L.) J.W.Loudon,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Isoplexis,,canariensis,,Sinónimo
1028,Limonium brassicifolium (Webb & Berthel.) Kuntze,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,,brassicifolium,,Aceptado/válido
1029,Limonium pectinatum (Aiton) Kuntze,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,,pectinatum,,Aceptado/válido
1035,Silene nocteolens Webb & Berthel.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,,nocteolens,,Aceptado/válido
1037,Solanum vespertilio Aiton subsp. vespertilio,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,,vespertilio,vespertilio,Aceptado/válido
1040,Sonchus pustulatus Willk.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Sonchus,,pustulatus,,Aceptado/válido
1043,Teline pallida (Poir.) G.Kunkel subsp. pallida,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Teline,,pallida,pallida,Aceptado/válido
1044,Teline pallida subsp. silensis del Arco,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Teline,,pallida,silensis,Aceptado/válido
1320,Tanacetum ptarmiciflorum (Webb) Sch.Bip.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tanacetum,,ptarmiciflorum,,Sinónimo
1047,Tolpis crassiuscula Svent.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tolpis,,crassiuscula,,Aceptado/válido
1052,Volutaria bollei (SBolle) A. Hansen & G. Kunkel,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Volutaria,,bollei,,Aceptado/válido
10312,Zygophyllum gaetulum Emb. & Maire,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Zygophyllales,Zygophyllaceae,Zygophyllum,,gaetulum,,Sinónimo
1055,Bupleurum handiense (Bolle) G. Kunkel,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Bupleurum,,handiense,,Aceptado/válido
1056,Sventenia bupleuroides Font Quer,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Sventenia,,bupleuroides,,Aceptado/válido
33036,Asparagus maritimus (L.) Mill.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Asparagus,,maritimus,,Sinónimo
1060,Convolvulus scoparius L. f.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Convolvulus,,scoparius,,Aceptado/válido
1062,Crambe pritzelii Bolle,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Crambe,,pritzelii,,Aceptado/válido
5398,"Juncus balticus subsp. cantabricus (T.E.Díaz, Fern.-Carv. & Fern.Prieto) Snogerup",Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,,balticus,cantabricus,Sinónimo
1066,Limonium papillatum (Webb & Berthel.) Kuntze,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,,papillatum,,Aceptado/válido
1067,Senecio coincyi Rouy,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,,coincyi,,Sinónimo
1074,Achillea filipendulina Lam.,Species,Especie no nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Achillea,,filipendulina,,Aceptado/válido
1081,Cereus peruvianus (L.) Mill.,Species,Especie no nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cereus,,peruvianus,,Aceptado/válido
1088,Crassula multicava Lem.,Species,Especie no nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Crassula,,multicava,,Aceptado/válido
1089,Echinochloa oryzoides (Ard.) Fritsch,Species,Especie no nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Echinochloa,,oryzoides,,Aceptado/válido
6759,Opuntia ficus-indica (L.) Mill.,Species,Especie no nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,,ficus-indica,,Sinónimo
1097,Opuntia monacantha (Willd.) Haw.,Species,Especie no nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,,monacantha,,Aceptado/válido
1099,Paspalum paspalodes (Michx.) Scribn.,Species,Especie no nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Paspalum,,paspalodes,,Aceptado/válido
1101,Pelargonium capitatum (L.) L’Hér. ex Aiton,Species,Especie no nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Pelargonium,,capitatum,,Aceptado/válido
1172,Andryala pinnatifida Aiton,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Andryala,,pinnatifida,,Aceptado/válido
1175,Apollonias barbujana (Cav.) A. Braun,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Apollonias,,barbujana,,Aceptado/válido
1180,Argyranthemum broussonetii (Pers.) Humphries,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Argyranthemum,,broussonetii,,Aceptado/válido
1182,Argyranthemum callichrysum (Svent.) Humphries,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Argyranthemum,,callichrysum,,Aceptado/válido
866,Ceropegia ceratophora Svent.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Ceropegia,,ceratophora,,Sinónimo
866,Ceropegia chrysantha Svent.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Ceropegia,,chrysantha,,Sinónimo
1228,Chamaecytisus proliferus (L. f.) Link,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Chamaecytisus,,proliferus,,Aceptado/válido
1229,Cheirolophus satarataensis (Svent.) Holub,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cheirolophus,,satarataensis,,Aceptado/válido
1240,Cistus chinamadensis Bañares & P. Romero,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Cistus,,chinamadensis,,Aceptado/válido
1242,Cistus symphytifolius Lam.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Cistus,,symphytifolius,,Aceptado/válido
33058,Convolvulus glandulosus (Webb) Hallier f.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Convolvulus,,glandulosus,,Sinónimo
1298,Euphorbia canariensis L.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,,canariensis,,Aceptado/válido
907,Euphorbia lambii Svent.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,,lambii,,Sinónimo
1304,Euphorbia balsamifera Aiton,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,,balsamifera,,Aceptado/válido
1320,Gonospermum ptarmiciflorum (Webb) Febles,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gonospermum,,ptarmiciflorum,,Aceptado/válido
1327,Helianthemum canariense (Jacq.) Pers.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Helianthemum,,canariense,,Aceptado/válido
1334,Hypericum glandulosum Aiton,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,,glandulosum,,Aceptado/válido
1343,Sonchus congestus Willd.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Sonchus,,congestus,,Aceptado/válido
1349,Sonchus pinnatifidus Cav.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Sonchus,,pinnatifidus,,Aceptado/válido
1353,Spartocytisus filipes Webb & Berthel.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Spartocytisus,,filipes,,Aceptado/válido
1376,Normania nava (Webb & Berthel.) Franc.-Ort. & Lester,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Normania,,nava,,Aceptado/válido
1378,Onopordum nogalesii Svent.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Onopordum,,nogalesii,,Aceptado/válido
1384,Paronychia canariensis (L. f.) Juss.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,,canariensis,,Aceptado/válido
1385,Pinus canariensis DC.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,,canariensis,,Aceptado/válido
1386,Picconia excelsa (Aiton) DC.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Picconia,,excelsa,,Aceptado/válido
1408,Pistacia atlantica Desf.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Pistacia,,atlantica,,Aceptado/válido
1413,Plocama pendula Aiton,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Plocama,,pendula,,Aceptado/válido
1443,Rubus bollei Focke,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,,bollei,,Aceptado/válido
1444,Ruta oreojasme Webb,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Ruta,,oreojasme,,Aceptado/válido
1462,Sideritis canariensis L.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,,canariensis,,Aceptado/válido
1466,Smilax canariensis Willd.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Liliales,Smilacaceae,Smilax,,canariensis,,Aceptado/válido
